question_uid,branch,subject,topic,qtype,difficulty,statement,option_A,option_B,option_C,option_D,correct_answer,explanation,tags,estimated_time,marks
1627f6c6-1b16-4ea0-9cbf-63a28a9128da,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 1,CODE,Hard,Write a function to solve flood fill in Automobile Fundamentals - Topic 1.,,,,,,,,3,1
bff484c2-b8a7-4f49-bcc5-b29acd1728f6,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 1,LA,Expert,Explain the concept of principle in Aerospace Fundamentals - Topic 1.,,,,,,,,3,1
470cc74f-afa4-426f-b24e-01027967fa8b,Data Science,Data Science Applications,Data Science Applications - Topic 1,CODE,Hard,Write a function to solve flood fill in Data Science Applications - Topic 1.,,,,,,,,3,1
2833acd5-2819-44eb-94b0-cf66dd565c7b,Data Science,Data Science Applications,Data Science Applications - Topic 1,MCQ,Medium,"In Data Science Applications - Topic 1, what is the main purpose of graph?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
c99cedb6-c471-4418-a649-d6143203502a,ECE,Communication Systems,Communication Systems - Topic 1,CODE,Medium,Write a function to solve reverse string in Communication Systems - Topic 1.,,,,,,,,3,1
9407de4e-95d8-47fc-abad-2bfe847d4abf,Cyber Security,Cyber Security Fundamentals,Cyber Security Fundamentals - Topic 2,MCQ,Medium,"In Cyber Security Fundamentals - Topic 2, what is the main purpose of graph?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
4297185d-eaac-4523-885a-971876a8bded,Mechanical,Thermodynamics,Thermodynamics - Topic 2,NUM,Expert,"Given values a=22 and b=45 in Thermodynamics - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ad40e71f-b97d-4975-a1fe-684eff774e3c,ECE,Signals,Signals - Topic 2,SA,Expert,Explain the concept of principle in Signals - Topic 2.,,,,,,,,3,1
d4034a77-0966-4fb5-807f-ac5add007422,Aerospace,Aerospace Applications,Aerospace Applications - Topic 2,NUM,Hard,"Given values a=89 and b=49 in Aerospace Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
a091469b-3a3d-4dfe-8fa2-6bbce9413d36,EEE,EEE Applications,EEE Applications - Topic 1,TF,Hard,EEE Applications - Topic 1 typically requires understanding of synchronization.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
d5156a5d-0915-4d63-b96e-ec1fde96d44e,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 1,CODE,Easy,Write a function to solve binary search in Cyber Security Applications - Topic 1.,,,,,,,,3,1
b648b6a9-f21c-4a1b-b660-667e66c0854a,CSE,Algorithms,Algorithms - Topic 2,TF,Easy,Algorithms - Topic 2 typically requires understanding of recursion.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
113ca271-d68b-4f03-8429-60bd5563171a,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 2,MCQ,Easy,"In Mechatronics Fundamentals - Topic 2, what is the main purpose of stack?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
e7bac4ab-1516-4d75-8e69-a94fa402bcab,ISE,ISE Fundamentals,ISE Fundamentals - Topic 1,CODE,Medium,Write a function to solve flood fill in ISE Fundamentals - Topic 1.,,,,,,,,3,1
41dcce6d-e65d-4cf0-910c-079630c8bd5e,ECE,Communication Systems,Communication Systems - Topic 1,CODE,Medium,Write a function to solve binary search in Communication Systems - Topic 1.,,,,,,,,3,1
fe8bef39-7533-479a-a544-94f13b86f949,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 1,TF,Hard,Data Science Fundamentals - Topic 1 typically requires understanding of concurrency.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
71e1c8be-342a-4d40-8da7-eb0544b0fe5f,ISE,ISE Applications,ISE Applications - Topic 2,LA,Easy,Explain the concept of method in ISE Applications - Topic 2.,,,,,,,,3,1
28642120-a5b2-4db2-8d9d-40be8af38955,Mechanical,Thermodynamics,Thermodynamics - Topic 1,CODE,Expert,Write a function to solve reverse string in Thermodynamics - Topic 1.,,,,,,,,3,1
f3404b0e-450a-4257-bde1-439550f252a8,ISE,ISE Applications,ISE Applications - Topic 1,NUM,Hard,"Given values a=51 and b=18 in ISE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
744c1d0c-750b-489f-acb5-19d43df7c98e,Aerospace,Aerospace Applications,Aerospace Applications - Topic 1,MCQ,Expert,"In Aerospace Applications - Topic 1, what is the main purpose of graph?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
a65fc49b-924c-4b69-a203-d1465c5035a3,Mechanical,Fluid Mechanics,Fluid Mechanics - Topic 2,TF,Easy,Fluid Mechanics - Topic 2 typically requires understanding of encryption.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
3cbf9e6b-0190-47af-beeb-3a0cc12b9a85,ECE,Circuits,Circuits - Topic 2,SA,Hard,Explain the concept of method in Circuits - Topic 2.,,,,,,,,3,1
d71b75c4-1bdd-481a-9120-942e443ebe50,CSE,Data Structures,Data Structures - Topic 1,MCQ,Medium,"In Data Structures - Topic 1, what is the main purpose of graph?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
6ccdffd9-4037-4c45-8c08-50f2eb7c8487,Aerospace,Aerospace Applications,Aerospace Applications - Topic 1,NUM,Medium,"Given values a=85 and b=22 in Aerospace Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
aeb4935c-c8a4-4b1e-b21b-0c51c9a3f111,CSE,Algorithms,Algorithms - Topic 1,LA,Medium,Explain the concept of principle in Algorithms - Topic 1.,,,,,,,,3,1
cae04cf3-72e4-4d19-9d25-5c581ef06558,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,NUM,Medium,"Given values a=95 and b=28 in Biotechnology Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
5d185e46-1c2a-4556-b3a2-b44f8112b399,Mechanical,Mechanics,Mechanics - Topic 1,NUM,Medium,"Given values a=54 and b=34 in Mechanics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
824072e5-5a83-4431-b1aa-8a77538ef646,Industrial,Industrial Applications,Industrial Applications - Topic 2,CODE,Hard,Write a function to solve flood fill in Industrial Applications - Topic 2.,,,,,,,,3,1
6464689a-3fb9-408e-8ff2-f5030f807f49,Mechanical,Thermodynamics,Thermodynamics - Topic 1,TF,Medium,Thermodynamics - Topic 1 typically requires understanding of recursion.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
5c852981-8786-4b6c-a00f-9447b22fa5ae,ISE,ISE Applications,ISE Applications - Topic 1,NUM,Hard,"Given values a=92 and b=7 in ISE Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
466a52f7-e5a1-4a7b-a83a-a6aa2be08f23,Mechanical,Thermodynamics,Thermodynamics - Topic 1,NUM,Medium,"Given values a=31 and b=68 in Thermodynamics - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
596dfd8e-0392-4122-96b1-749f6c47864b,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,NUM,Medium,"Given values a=26 and b=4 in Biotechnology Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ff429534-1122-4b05-9876-e52f97d82b0e,Industrial,Industrial Applications,Industrial Applications - Topic 1,SA,Expert,Explain the concept of method in Industrial Applications - Topic 1.,,,,,,,,3,1
9974d35b-1470-4b9d-9860-12057fa471a0,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,SA,Hard,Explain the concept of trade-off in Cyber Security Applications - Topic 2.,,,,,,,,3,1
e72aeb1e-056e-4562-bb36-8f4c2f8c9c89,ECE,Communication Systems,Communication Systems - Topic 2,NUM,Hard,"Given values a=37 and b=26 in Communication Systems - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
ff8f3875-e921-44ce-ab4c-3a1e7885008c,ISE,ISE Fundamentals,ISE Fundamentals - Topic 1,LA,Hard,Explain the concept of principle in ISE Fundamentals - Topic 1.,,,,,,,,3,1
53c2cc74-ff4e-4bf4-86b3-43a1eda03410,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 2,TF,Medium,Mechatronics Fundamentals - Topic 2 typically requires understanding of encryption.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
d39b1d7e-03fa-45a4-a966-15afabd57179,ECE,Digital Design,Digital Design - Topic 1,TF,Hard,Digital Design - Topic 1 typically requires understanding of concurrency.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
4fd0de1f-04fd-4f94-85b2-6f7bfacf75cd,EEE,EEE Applications,EEE Applications - Topic 2,TF,Hard,EEE Applications - Topic 2 typically requires understanding of concurrency.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
21d236a0-4939-4625-8144-1c7ea6ee17fa,Mechanical,Fluid Mechanics,Fluid Mechanics - Topic 1,LA,Medium,Explain the concept of method in Fluid Mechanics - Topic 1.,,,,,,,,3,1
59c7384d-a74c-426e-91d4-b0fc8acdfc0a,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 1,NUM,Hard,"Given values a=20 and b=27 in Data Science Fundamentals - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
7dded701-1c0d-454b-a018-6fa341fea500,CSE,Computer Networks,Computer Networks - Topic 1,TF,Easy,Computer Networks - Topic 1 typically requires understanding of recursion.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
fe700dec-3d81-4c58-9f4e-73368a0d6f3e,Aerospace,Aerospace Fundamentals,Aerospace Fundamentals - Topic 2,SA,Hard,Explain the concept of method in Aerospace Fundamentals - Topic 2.,,,,,,,,3,1
157186b1-8f55-43f5-b633-4be5a14afba0,CSE,Databases,Databases - Topic 2,NUM,Medium,"Given values a=40 and b=90 in Databases - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
bc5c0f5c-ebb9-4241-a3bd-c03e61b0fb28,Chemical,Chemical Applications,Chemical Applications - Topic 1,SA,Medium,Explain the concept of method in Chemical Applications - Topic 1.,,,,,,,,3,1
981f8d2a-3371-4e93-8645-7b3318a16fa0,Industrial,Industrial Applications,Industrial Applications - Topic 2,CODE,Hard,Write a function to solve binary search in Industrial Applications - Topic 2.,,,,,,,,3,1
39da43e9-6196-4bf2-a62d-7356d945de90,CSE,Databases,Databases - Topic 1,CODE,Hard,Write a function to solve reverse string in Databases - Topic 1.,,,,,,,,3,1
8b11788b-89f6-4f8e-bd48-68ccb9d592d6,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 1,TF,Easy,Biotechnology Applications - Topic 1 typically requires understanding of recursion.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
adb267ab-f3a9-4e62-a4a5-42078af50cb1,Automobile,Automobile Fundamentals,Automobile Fundamentals - Topic 2,MCQ,Easy,"In Automobile Fundamentals - Topic 2, what is the main purpose of queue?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
ff064720-8a6b-49a0-a035-0564602795ca,Mechanical,Thermodynamics,Thermodynamics - Topic 1,TF,Medium,Thermodynamics - Topic 1 typically requires understanding of encryption.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
4dba488a-9924-47b3-94f4-be52539e8edb,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,MCQ,Expert,"In Biotechnology Applications - Topic 2, what is the main purpose of graph?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
9ce19837-90d6-4648-84ec-4204daa40a7d,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 1,CODE,Medium,Write a function to solve flood fill in Mechatronics Fundamentals - Topic 1.,,,,,,,,3,1
14dc37a3-b74d-44ad-b5cb-5e3fd066ee70,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 1,CODE,Medium,Write a function to solve binary search in Industrial Fundamentals - Topic 1.,,,,,,,,3,1
560c1d16-1cee-4095-bd73-7719f512b10b,Mechanical,Mechanics,Mechanics - Topic 2,SA,Medium,Explain the concept of principle in Mechanics - Topic 2.,,,,,,,,3,1
bfd93cda-7ead-4f30-83d4-906e7f4e98d2,AIML,AIML Fundamentals,AIML Fundamentals - Topic 2,CODE,Hard,Write a function to solve binary search in AIML Fundamentals - Topic 2.,,,,,,,,3,1
c80485ec-19d1-43b3-b7b5-a7da5096655f,ISE,ISE Fundamentals,ISE Fundamentals - Topic 2,MCQ,Easy,"In ISE Fundamentals - Topic 2, what is the main purpose of tree?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
3bbc2ba6-066f-4278-85e1-d8c854cd1112,ISE,ISE Applications,ISE Applications - Topic 1,SA,Medium,Explain the concept of method in ISE Applications - Topic 1.,,,,,,,,3,1
a5d1d873-57e2-4c38-ae6c-9745114e982b,ISE,ISE Applications,ISE Applications - Topic 2,NUM,Medium,"Given values a=42 and b=87 in ISE Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
cb794132-8cb7-4380-987b-775df895b8a7,CSE,Computer Networks,Computer Networks - Topic 1,SA,Easy,Explain the concept of method in Computer Networks - Topic 1.,,,,,,,,3,1
be5cecb7-b4ac-4db5-aa1e-2d1b5ec505d9,Biotechnology,Biotechnology Applications,Biotechnology Applications - Topic 2,CODE,Easy,Write a function to solve binary search in Biotechnology Applications - Topic 2.,,,,,,,,3,1
88c6d5b0-8a1c-493d-abeb-bfc0c36b9a64,Robotics,Robotics Fundamentals,Robotics Fundamentals - Topic 2,CODE,Medium,Write a function to solve binary search in Robotics Fundamentals - Topic 2.,,,,,,,,3,1
34a9c015-6c46-42f0-ae78-87a4dd5ed5f3,CSE,Operating Systems,Operating Systems - Topic 1,TF,Easy,Operating Systems - Topic 1 typically requires understanding of recursion.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
7de3ce89-6791-452c-b37c-3764763914ff,Aerospace,Aerospace Applications,Aerospace Applications - Topic 1,CODE,Medium,Write a function to solve binary search in Aerospace Applications - Topic 1.,,,,,,,,3,1
7e73bd82-e04d-4569-ab4e-7e23fd33b667,CSE,Data Structures,Data Structures - Topic 2,TF,Expert,Data Structures - Topic 2 typically requires understanding of synchronization.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
a8bc03b7-d796-4ce0-97bd-882d3b7d5f7e,CSE,Databases,Databases - Topic 2,MCQ,Hard,"In Databases - Topic 2, what is the main purpose of queue?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
d4464dc9-8e61-442d-b5ff-1500eba3f0e1,CSE,Algorithms,Algorithms - Topic 2,CODE,Hard,Write a function to solve reverse string in Algorithms - Topic 2.,,,,,,,,3,1
18f11c5d-b012-42c7-973e-9c8808b1a849,ECE,Digital Design,Digital Design - Topic 2,LA,Expert,Explain the concept of method in Digital Design - Topic 2.,,,,,,,,3,1
8be8559b-1efd-4113-9169-8f22adaa8274,Environmental,Environmental Applications,Environmental Applications - Topic 2,LA,Hard,Explain the concept of trade-off in Environmental Applications - Topic 2.,,,,,,,,3,1
b44913e9-37a7-43bb-b9b2-d507addc1b47,Mechanical,Thermodynamics,Thermodynamics - Topic 2,LA,Medium,Explain the concept of principle in Thermodynamics - Topic 2.,,,,,,,,3,1
87c688ee-c7d4-4b3f-8eb5-65b00ff31e02,AIML,AIML Applications,AIML Applications - Topic 1,NUM,Easy,"Given values a=33 and b=10 in AIML Applications - Topic 1, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
f5015308-fc56-403a-898e-cce6f3b28965,ECE,Signals,Signals - Topic 2,MCQ,Medium,"In Signals - Topic 2, what is the main purpose of hash table?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
ed9949f6-a6e4-4304-ba35-0f998854a3f2,Civil,Civil Applications,Civil Applications - Topic 2,MCQ,Medium,"In Civil Applications - Topic 2, what is the main purpose of graph?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
de50969a-bd41-4164-bfd6-bda65eea4047,CSE,Operating Systems,Operating Systems - Topic 1,TF,Easy,Operating Systems - Topic 1 typically requires understanding of synchronization.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
d75c2c2d-2b39-498a-b900-82df6a0bb02f,Data Science,Data Science Fundamentals,Data Science Fundamentals - Topic 2,LA,Easy,Explain the concept of trade-off in Data Science Fundamentals - Topic 2.,,,,,,,,3,1
832a7391-0fb3-44b3-9db4-6cc989fa1091,Mechatronics,Mechatronics Fundamentals,Mechatronics Fundamentals - Topic 2,SA,Hard,Explain the concept of method in Mechatronics Fundamentals - Topic 2.,,,,,,,,3,1
75ce45ad-1315-4528-982d-9ffa4ac4a3ee,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 1,TF,Expert,Cyber Security Applications - Topic 1 typically requires understanding of synchronization.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
032be77a-230e-4d16-a279-a0fd6631dcc4,Chemical,Chemical Applications,Chemical Applications - Topic 1,TF,Easy,Chemical Applications - Topic 1 typically requires understanding of recursion.,True,False,,,True,Binary search has logarithmic time complexity.,,1,1
e8253100-fc58-4477-92f5-3dc40624cc6d,AIML,AIML Applications,AIML Applications - Topic 2,NUM,Expert,"Given values a=33 and b=67 in AIML Applications - Topic 2, compute result of a+b.",,,,,20,Total resistance in series is R1+R2 = 10+10 = 20 ohms.,,7,3
e3d6865d-a658-4fe0-afcd-21fd19644256,Industrial,Industrial Fundamentals,Industrial Fundamentals - Topic 2,MCQ,Hard,"In Industrial Fundamentals - Topic 2, what is the main purpose of hash table?",A,B,C,D,A,Standard complexity; balanced tree yields O(log n) average.,,5,2
147584a4-abea-4e29-8f65-b2325b760b12,CSE,Operating Systems,Operating Systems - Topic 2,SA,Medium,Explain the concept of trade-off in Operating Systems - Topic 2.,,,,,,,,3,1
a83c5bf1-0417-4e87-a22a-9f76056216ac,Data Science,Data Science Applications,Data Science Applications - Topic 2,LA,Easy,Explain the concept of trade-off in Data Science Applications - Topic 2.,,,,,,,,3,1
d10954f3-9df2-442b-8866-5e4ee7cf54f5,Cyber Security,Cyber Security Applications,Cyber Security Applications - Topic 2,CODE,Hard,Write a function to solve reverse string in Cyber Security Applications - Topic 2.,,,,,,,,3,1
